renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,renovation_cost,pre_renovation_cost,post_renovation_value,location
"[""Bedroom"", ""Bathroom"", ""Living room""]",2,1,805,0.0,budget-friendly,0,1181,102790.7,357189.52,399127.880725,360382.72442315845
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",5,2,1893,473.0,budget-friendly,1,2323,298749.23,543944.15,642873.9922812501,898392.8709650495
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1149,301.0,budget-friendly,1,6220,112997.49,2291827.72,2428859.2144,2500823.911981166
"[""Kitchen"", ""Other/Custom""]",0,0,862,301.0,budget-friendly,1,3133,82520.31,918680.24,985395.8461249998,910855.3220634278
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1182,301.0,high-end,1,2136,133079.02000000002,716270.49,791753.34355,467907.5515662078
"[""Bedroom"", ""Living room""]",1,0,313,122.21495327102804,high-end,1,856,49142.77,294620.95,314888.807575,474953.67957478453
"[""Living room"", ""Kitchen""]",0,0,745,301.0,budget-friendly,1,3681,77840.83,873896.8,936574.4049999999,864290.96920644
"[""Bathroom"", ""Other/Custom""]",0,1,430,301.0,mid-range,1,3506,87140.98000000001,468469.37,509972.8598,585322.9444696801
"[""Living room"", ""Other/Custom""]",0,0,618,0.0,mid-range,0,3224,78251.46,799683.75,836328.2161499999,857843.3948752978
"[""Bathroom"", ""Living room""]",0,1,453,301.0,high-end,1,1509,68224.97,480568.39,516987.9945250001,729059.2861618154
"[""Living room"", ""Other/Custom""]",0,0,810,602.0,budget-friendly,1,1882,92124.14,477226.14,512712.70514999994,421138.5496460387
"[""Living room"", ""Kitchen""]",0,0,687,0.0,high-end,0,1649,87851.59,430290.0,477985.187775,593131.0463311035
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1083,301.0,mid-range,1,2089,126894.36,621192.03,689117.39475,729059.2861618154
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1214,301.0,mid-range,1,1818,140897.99,480590.54,547304.4711,611135.9710193529
"[""Kitchen"", ""Other/Custom""]",0,0,797,0.0,mid-range,0,3094,83082.71,585216.14,637721.91995,636523.1519029945
"[""Full renovation""]",2,1,1413,0.0,high-end,0,1413,140845.88,466649.58,534127.9515,550897.0231795768
"[""Bathroom"", ""Kitchen""]",0,1,434,452.0,high-end,1,1705,113746.44,331429.66,388851.7648,456784.7012993054
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,3,1923,0.0,mid-range,0,1991,303402.1,537476.68,637749.6731125,476497.9429147776
"[""Bedroom"", ""Other/Custom""]",7,0,2318,644.0,mid-range,1,3926,322659.44000000006,504587.39,590682.6134187499,584356.9210885423
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",5,2,2061,644.0,mid-range,1,2905,328873.83999999997,549210.1,651672.1092812499,636523.1519029945
"[""Bathroom"", ""Living room""]",0,1,503,0.0,high-end,0,1589,68319.43000000001,463690.5,500146.62690000003,480164.60953967203
"[""Bathroom"", ""Other/Custom""]",0,1,559,151.0,mid-range,1,1760,77994.06,495644.16,535081.6137,471878.99087377987
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1173,301.0,budget-friendly,1,2630,117676.97,550114.53,610761.1597,453214.30405612406
"[""Bedroom"", ""Other/Custom""]",2,0,747,226.25874125874125,mid-range,1,1435,84981.64,361433.78,393624.5033,420882.7322267811
"[""Bedroom"", ""Living room""]",2,0,698,185.82983682983684,mid-range,1,1164,89675.03,314821.18,348239.5073,421138.5496460387
"[""Bedroom"", ""Other/Custom""]",3,0,1167,322.0,high-end,1,2221,174292.73,698605.02,765947.0984624999,562615.8913025274
"[""Kitchen"", ""Other/Custom""]",0,0,789,0.0,mid-range,0,1666,83082.71,340733.6,382237.66565,455750.6403917306
"[""Bedroom"", ""Living room""]",3,0,1260,322.0,mid-range,1,1913,167244.06,488131.18,548135.0266,589379.4798394532
"[""Bathroom"", ""Living room""]",0,1,531,0.0,budget-friendly,0,3305,73663.54999999999,680887.38,723965.5430250001,455750.6403917306
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1234,301.0,high-end,1,6356,143469.49,2287074.71,2437338.00365,2492746.2538584336
"[""Bedroom"", ""Living room""]",4,0,1592,322.0,mid-range,1,2301,208404.48,562475.52,637185.27744,884761.8567269483
"[""Living room"", ""Kitchen""]",0,0,253,0.0,mid-range,0,685,45458.72,241547.68,266736.8224,549128.4854811856
"[""Bathroom"", ""Living room""]",0,1,344,0.0,high-end,0,1197,56873.59,329913.52,358152.658375,593131.0463311035
"[""Living room"", ""Other/Custom""]",0,0,746,0.0,mid-range,0,2919,77752.99,567589.58,600595.6155499999,632017.9335746003
"[""Living room"", ""Kitchen""]",0,0,257,105.37665782493369,mid-range,1,708,52049.86,175628.53,199927.51974999998,259110.37473145
"[""Bathroom"", ""Living room""]",0,1,190,0.0,budget-friendly,0,705,41193.899999999994,264593.04,285197.95545,549548.3606077654
"[""Bathroom"", ""Living room""]",0,1,384,175.7902097902098,mid-range,1,1240,57141.740000000005,432380.8,463351.8721,518778.0673718569
"[""Bedroom"", ""Bathroom""]",6,5,2337,473.0,mid-range,1,3572,445440.9,858227.24,1018559.6925636363,884761.8567269483
"[""Bedroom"", ""Bathroom""]",1,1,194,0.0,high-end,0,738,51867.82000000001,181101.91,203651.3479,259110.37473145
"[""Bathroom"", ""Living room""]",0,1,566,0.0,budget-friendly,0,1734,72332.8,342129.32,374093.0396,442581.28692691075
"[""Bedroom"", ""Bathroom"", ""Living room""]",7,4,2861,1096.0,mid-range,1,4142,490362.23,576633.71,684031.7384875,585322.9444696801
"[""Bathroom"", ""Other/Custom""]",0,1,516,0.0,high-end,0,3117,82564.05,730346.5,778883.801125,857843.3948752978
"[""Bedroom"", ""Other/Custom""]",2,0,741,222.37995337995338,mid-range,1,1409,90223.19,450901.77,486536.71735,518778.0673718569
"[""Bedroom"", ""Living room""]",2,0,739,0.0,high-end,0,1419,87711.90000000001,370921.88,404992.0757,480164.60953967203
"[""Full renovation""]",6,3,3445,0.0,high-end,0,3445,384589.18999999994,722148.0,873799.08,473663.46079924994
"[""Bathroom"", ""Other/Custom""]",0,1,545,0.0,budget-friendly,0,1580,53320.43,328929.25,355193.15972500003,473663.46079924994
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,819,0.0,high-end,0,1333,121319.87,379706.48,441614.52687500004,480164.60953967203
"[""Living room"", ""Kitchen""]",0,0,746,0.0,high-end,0,3106,82930.94,783319.92,845314.54455,607003.9708666095
"[""Bathroom"", ""Other/Custom""]",0,1,289,0.0,mid-range,0,1063,47100.25,347270.89,372525.59545,362556.9047908152
"[""Living room"", ""Other/Custom""]",0,0,883,602.0,budget-friendly,1,2020,92124.14,513082.02,549106.4233499999,590999.7312847051
"[""Living room"", ""Kitchen""]",0,0,808,0.0,mid-range,0,3276,78375.47,651212.87,705205.7221999998,764615.9502687944
"[""Bedroom"", ""Bathroom""]",8,5,2797,624.0,mid-range,1,4347,530136.7899999999,820192.39,974451.6510423077,748385.3759477742
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,1,312,97.90583554376659,mid-range,1,577,69976.53,205632.07,234193.5217,474032.3731833224
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",6,3,2454,795.0,mid-range,1,2800,412336.56000000006,677936.08,825387.1773999999,857843.3948752978
"[""Living room"", ""Kitchen""]",0,0,691,301.0,high-end,1,1923,91198.63,648013.61,706585.7806249999,551406.6991672434
"[""Bedroom"", ""Living room""]",3,0,1277,0.0,budget-friendly,0,2022,151955.58000000002,522736.87,577304.2638999999,421138.5496460387
"[""Bedroom"", ""Living room""]",2,0,695,0.0,mid-range,0,1277,82767.64,342054.58,373257.2053,468125.1879910406
"[""Bathroom"", ""Kitchen""]",0,1,442,0.0,mid-range,0,3253,82224.89,666476.68,732366.1211500001,764615.9502687944
"[""Bedroom"", ""Bathroom""]",4,2,1348,624.0,high-end,1,2601,277270.75,735749.66,847241.966675,715063.674403916
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,2,1389,774.0,mid-range,1,1857,261572.57,278896.75,339556.793125,329482.05229326704
"[""Bedroom"", ""Bathroom""]",1,1,188,0.0,budget-friendly,0,674,40518.47,261238.58,281231.2784,551406.6991672434
"[""Bedroom"", ""Living room""]",4,0,1505,322.0,mid-range,1,2445,201281.4,801904.01,877336.21115,551406.6991672434
"[""Bathroom"", ""Kitchen""]",0,1,445,301.0,mid-range,1,2147,90601.78,571348.03,634168.4725,589670.1151351548
"[""Kitchen"", ""Other/Custom""]",0,0,772,0.0,budget-friendly,0,3371,75143.85,640900.06,692847.2965749999,768096.9796926685
"[""Bathroom"", ""Other/Custom""]",0,1,435,301.0,budget-friendly,1,4617,76983.01,1074114.99,1129433.3427,898392.8709650495
"[""Living room"", ""Other/Custom""]",0,0,651,0.0,budget-friendly,0,3203,70313.32,640792.93,671498.81995,770940.0264432136
"[""Bedroom"", ""Living room""]",7,0,2515,623.0,mid-range,1,3677,340648.02999999997,719080.38,839086.8603187499,770940.0264432136
"[""Bathroom"", ""Living room""]",0,1,372,0.0,high-end,0,1298,62291.91,351787.45,382897.40380000003,607003.9708666095
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1138,0.0,mid-range,0,3894,122295.65,532697.0,595802.973,583917.6428237398
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",4,2,1700,322.0,mid-range,1,1982,283451.32,519006.35,630778.0746607144,586295.9356004093
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",3,1,1375,623.0,budget-friendly,1,2194,200602.33,424245.01,497754.86629000003,438354.1998740959
"[""Bedroom"", ""Bathroom""]",3,1,996,473.0,mid-range,1,2167,170965.53,337518.79,401436.41085625,333612.3852677651
"[""Living room"", ""Kitchen""]",0,0,800,301.0,budget-friendly,1,3009,82048.88,566888.34,617628.3458999998,768096.9796926685
"[""Bathroom"", ""Other/Custom""]",0,1,491,0.0,mid-range,0,6956,76895.17,2553775.09,2654610.32125,2492746.2538584336
"[""Kitchen"", ""Other/Custom""]",0,0,762,0.0,high-end,0,3652,87851.59,462451.4,511593.850775,583628.098793705
"[""Full renovation""]",7,5,3792,301.0,mid-range,1,3792,475210.19,694626.29,835288.113725,749690.1337423729
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",5,4,2367,644.0,mid-range,1,3252,417877.26,644164.48,784753.3777600001,634424.3807046467
"[""Bedroom"", ""Bathroom""]",2,1,512,470.16317016317015,budget-friendly,1,1185,79231.89,231162.85,262263.46194999997,455750.6403917306
"[""Bedroom"", ""Living room""]",2,0,717,205.52214452214452,budget-friendly,1,1296,78021.91,317533.75,345703.32924999995,607003.9708666095
"[""Bedroom"", ""Kitchen""]",4,0,1427,0.0,mid-range,0,2374,209197.85,686085.16,784111.5020499999,718133.5629715051
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",6,3,2364,795.0,mid-range,1,3179,405576.44000000006,657480.21,780264.6392175,768381.9144879236
"[""Bathroom"", ""Living room""]",0,1,402,0.0,mid-range,0,1386,52855.34,388223.1,416519.22510000004,420882.7322267811
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,826,313.10023310023314,mid-range,1,1346,117416.35,329370.68,386559.3823625,611849.4788960892
"[""Living room"", ""Kitchen""]",0,0,644,0.0,budget-friendly,0,1787,70935.8,544346.22,590122.5399,918049.8174818624
"[""Bedroom"", ""Living room""]",7,0,2338,0.0,mid-range,0,4328,325629.99,842854.59,959902.5243937498,750964.4994797701
"[""Bathroom"", ""Living room""]",0,1,496,0.0,high-end,0,1837,86202.44,567516.12,612988.4088,474953.67957478453
"[""Living room"", ""Other/Custom""]",0,0,653,0.0,high-end,0,3291,85192.66,970915.12,1013592.4245999999,918049.8174818624
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",7,6,3080,1097.0,mid-range,1,4143,566356.4400000001,558223.34,661694.0233785714,583628.098793705
"[""Living room"", ""Other/Custom""]",0,0,391,0.0,mid-range,0,1030,50419.740000000005,343663.03,364700.19354999997,362201.48039049795
"[""Bedroom"", ""Kitchen""]",2,0,685,176.43123543123542,mid-range,1,1101,92934.38,339313.01,384321.09705,360382.72442315845
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",7,5,3133,795.0,mid-range,1,3807,531989.62,740324.04,879134.7975000001,748201.1019928089
"[""Living room"", ""Other/Custom""]",0,0,620,0.0,budget-friendly,0,1894,72955.5,595484.6,626850.6852499999,467907.5515662078
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1026,602.0,mid-range,1,1752,128463.14,421108.0,479881.43340000004,891671.9944522413
"[""Bathroom"", ""Other/Custom""]",0,1,363,241.93706293706293,high-end,1,1093,55401.55,321554.82,349483.9761,468125.1879910406
"[""Bathroom"", ""Other/Custom""]",0,1,410,0.0,mid-range,0,1494,53095.44,541734.53,574711.6295,474032.3731833224
"[""Living room"", ""Other/Custom""]",0,0,861,0.0,budget-friendly,0,2094,75977.79000000001,399747.8,429107.1874249999,438354.1998740959
"[""Kitchen"", ""Other/Custom""]",0,0,806,0.0,mid-range,0,2741,80356.15,718625.35,776275.678,593131.0463311035
"[""Living room"", ""Kitchen""]",0,0,761,301.0,high-end,1,1615,91337.45,417730.11,465984.29257499997,599125.9764701508
"[""Bathroom"", ""Other/Custom""]",0,1,528,452.0,mid-range,1,2263,88506.01999999999,553895.05,598391.2978000001,891671.9944522413
"[""Full renovation""]",3,2,1640,0.0,budget-friendly,0,1640,227225.3,408095.84,487674.5288,426006.7205032061
"[""Kitchen"", ""Other/Custom""]",0,0,701,0.0,budget-friendly,0,2187,76626.06,583294.41,633105.1719,588676.7985449556
"[""Living room"", ""Kitchen""]",0,0,250,0.0,mid-range,0,579,52049.86,194402.68,219546.50649999996,467907.5515662078
"[""Bathroom"", ""Other/Custom""]",0,1,455,301.0,high-end,1,3609,96916.8,721492.3,775119.613,770940.0264432136
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,833,184.45454545454544,mid-range,1,1299,107891.4,197896.44,234630.96667499997,334674.9581336589
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1138,602.0,mid-range,1,7461,138323.16999999998,2665807.67,2828649.1978499996,2492746.2538584336
"[""Bedroom"", ""Kitchen""]",3,0,1270,966.0,budget-friendly,1,2198,178067.73,585197.44,666287.1517749999,589379.4798394532
"[""Bedroom"", ""Bathroom""]",5,4,1771,644.0,mid-range,1,2917,376264.62,724505.51,860350.293125,593131.0463311035
"[""Bedroom"", ""Other/Custom""]",2,0,721,0.0,mid-range,0,1183,83007.74,351135.73,382550.20404999994,360382.72442315845
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",5,4,2361,0.0,mid-range,0,3102,392291.5,714026.62,869327.40985,898392.8709650495
"[""Bedroom"", ""Bathroom"", ""Living room""]",1,1,309,117.59416445623341,mid-range,1,554,69578.81,197765.28,225267.66950000002,491813.312765633
"[""Living room"", ""Kitchen""]",0,0,791,301.0,budget-friendly,1,3589,83399.31,721134.11,779230.432775,456784.7012993054
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",6,3,2285,624.0,mid-range,1,3246,429510.41,646290.34,788797.3599700001,770940.0264432136
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",3,2,1556,322.0,high-end,1,1879,260322.86,485516.54,578371.578275,586295.9356004093
"[""Living room"", ""Kitchen""]",0,0,720,0.0,budget-friendly,0,3841,74992.8,532832.39,579870.13355,584356.9210885423
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,1,319,226.9628647214854,high-end,1,666,78369.5,209719.02,247772.2487,550897.0231795768
"[""Living room"", ""Kitchen""]",0,0,755,0.0,high-end,0,2048,82930.94,526381.56,576813.95835,589670.1151351548
"[""Bedroom"", ""Living room""]",2,0,681,0.0,budget-friendly,0,1176,76973.75,346640.73,375317.33469999995,359371.8741154736
"[""Bedroom"", ""Kitchen""]",3,0,1234,322.0,high-end,1,1754,182847.95,454146.23,534236.9540375,422600.3971445641
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1131,301.0,mid-range,1,2030,133206.55,568177.66,636371.7507,473835.47798471845
"[""Full renovation""]",2,1,1263,179.16783216783216,mid-range,1,1263,123958.88,197147.8,237070.22949999996,337972.4055670806
"[""Kitchen"", ""Other/Custom""]",0,0,684,0.0,high-end,0,2491,82432.47,516999.48,566848.9281749999,460825.5934515108
"[""Bathroom"", ""Other/Custom""]",0,1,444,0.0,budget-friendly,0,3116,74625.91,622420.09,664040.160025,633749.447976567
"[""Bedroom"", ""Kitchen""]",7,0,2351,0.0,mid-range,0,3731,308251.77,748196.63,878386.81383125,770940.0264432136
"[""Bathroom"", ""Kitchen""]",0,1,493,151.0,budget-friendly,1,2752,72383.6,821847.28,892873.1968000002,729059.2861618154
"[""Living room"", ""Other/Custom""]",0,0,761,0.0,budget-friendly,0,1756,70313.32,414073.5,441378.59849999996,898392.8709650495
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,1083,452.0,budget-friendly,1,1589,115833.08,414576.92,462632.89969999995,420882.7322267811
"[""Bathroom"", ""Living room""]",0,1,186,158.3448275862069,high-end,1,584,51795.39,211542.0,234980.7387,474032.3731833224
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",9,6,3724,795.0,mid-range,1,4807,632418.6399999999,1139787.74,1385554.4714375,884761.8567269483
"[""Living room"", ""Other/Custom""]",0,0,742,301.0,budget-friendly,1,2854,82048.88,550673.42,584163.5519,632017.9335746003
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1083,301.0,mid-range,1,4806,122664.53,1122962.77,1211522.09895,864290.96920644
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,1,1305,301.0,mid-range,1,1599,160914.97,500284.99,566947.2450700001,517533.77259986603
"[""Bathroom"", ""Other/Custom""]",0,1,453,151.0,high-end,1,3969,93252.11,994407.07,1054313.087575,884761.8567269483
"[""Bedroom"", ""Bathroom"", ""Living room""]",2,1,777,187.17249417249417,mid-range,1,1173,108513.19,308396.39,351423.0120875,476497.9429147776
"[""Bedroom"", ""Bathroom"", ""Living room""]",2,1,1015,322.0,mid-range,1,1617,162155.95,528672.23,595611.5211499999,551406.6991672434
"[""Living room"", ""Other/Custom""]",0,0,790,0.0,high-end,0,1550,58677.350000000006,259916.24,282738.428975,334674.9581336589
"[""Kitchen"", ""Other/Custom""]",0,0,509,161.98601398601397,budget-friendly,1,1146,53935.97,291379.9,321077.306275,259110.37473145
"[""Kitchen"", ""Other/Custom""]",0,0,803,301.0,budget-friendly,1,1738,81713.76000000001,324949.91,364086.78394999995,438354.1998740959
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",6,3,2444,795.0,mid-range,1,3305,415444.17,822630.25,977490.3945625001,898392.8709650495
"[""Living room"", ""Other/Custom""]",0,0,739,0.0,mid-range,0,1513,57989.68,242643.38,264549.7799,337972.4055670806
"[""Bedroom"", ""Kitchen""]",1,0,339,0.0,mid-range,0,850,45665.73,209379.71,233186.50189999997,259110.37473145
"[""Living room"", ""Kitchen""]",0,0,557,0.0,budget-friendly,0,1164,51071.47,347805.3,378777.97949999996,476497.9429147776
"[""Bathroom"", ""Kitchen""]",0,1,363,0.0,budget-friendly,0,1192,49906.97,386927.66,425115.4106,514826.1349765647
"[""Living room"", ""Other/Custom""]",0,0,606,0.0,budget-friendly,0,1934,70313.32,606801.98,636998.0056999999,551406.6991672434
"[""Bathroom"", ""Kitchen""]",0,1,495,452.0,mid-range,1,3656,97086.8,1041360.61,1134424.5886000001,926886.3923402497
"[""Living room"", ""Other/Custom""]",0,0,787,301.0,budget-friendly,1,2961,82048.88,427893.89,459542.32894999994,329482.05229326704
"[""Kitchen"", ""Other/Custom""]",0,0,680,0.0,mid-range,0,3081,83082.71,604893.69,658284.9596999999,632017.9335746003
"[""Bathroom"", ""Living room""]",0,1,514,0.0,mid-range,0,2948,76895.17,579194.93,620792.7564500001,473663.46079924994
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",7,3,2747,1288.0,mid-range,1,3695,462317.93,486172.44,576998.291290909,583628.098793705
"[""Bathroom"", ""Other/Custom""]",0,1,490,0.0,mid-range,0,2708,76895.17,515140.87,554817.0746500001,633749.447976567
"[""Living room"", ""Other/Custom""]",0,0,797,0.0,mid-range,0,2290,76058.57,749597.86,784800.2774499999,470718.2613586728
"[""Bathroom"", ""Other/Custom""]",0,1,464,0.0,high-end,0,7041,80495.55,2378305.13,2475614.098775,2500823.911981166
"[""Bedroom"", ""Kitchen""]",2,0,745,0.0,mid-range,0,1294,87268.26000000001,366135.73,410537.68105,476497.9429147776
"[""Bedroom"", ""Other/Custom""]",2,0,779,0.0,budget-friendly,0,1505,77401.73,351260.52,380136.95544999995,891671.9944522413
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",4,2,1786,322.0,budget-friendly,1,1863,268825.89,355171.6,419863.57,441299.58650862484
"[""Bathroom"", ""Kitchen""]",0,1,393,96.4965034965035,budget-friendly,1,1272,49906.97,460105.49,502683.9104,474032.3731833224
"[""Bathroom"", ""Living room""]",0,1,488,0.0,mid-range,0,2580,78833.95999999999,486770.23,526206.0343,634424.3807046467
"[""Living room"", ""Other/Custom""]",0,0,828,0.0,high-end,0,1882,80395.17,498268.57,531670.040875,468125.1879910406
"[""Living room"", ""Kitchen""]",0,0,235,84.27586206896552,high-end,1,338,56104.2,111636.38,135080.0198,491813.312765633
"[""Bedroom"", ""Kitchen""]",2,0,760,0.0,budget-friendly,0,1257,77655.62,265829.51,301476.80205,473663.46079924994
