renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,Location,renovation_cost
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,2,"{""bedrooms"": [289, 320, 317], ""bathrooms"": [131, 127], ""other"": {""Living room"": 328}}","{""bedrooms"": [0, 322, 0], ""bathrooms"": [0, 151], ""other"": {""Living room"": 301}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly"", ""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes"", ""No"", ""No"", ""Yes"", ""Yes""]",1636,Chorlton,244766.56000000003
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,1,"{""bedrooms"": [170], ""bathrooms"": [88], ""other"": {""Kitchen"": 157}}","{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No"", ""No""]",851,Salford,77487.06
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [164], ""bathrooms"": [], ""other"": {""Living room"": 168}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No""]",863,Sale,47530.899999999994
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 128, ""Other/Custom"": 126}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 105.37665782493369, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""No""]",708,Salford,44350.95
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",6,4,"{""bedrooms"": [295, 303, 295, 264, 284, 287], ""bathrooms"": [127, 124, 148, 149], ""other"": {""Other/Custom"": 320}}","{""bedrooms"": [0, 0, 0, 0, 0, 0], ""bathrooms"": [0, 0, 0, 0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""High-end"", ""High-end"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Mid-range"", ""High-end"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3350,Bolton,426306.18
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 358, ""Other/Custom"": 447}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes""]",3721,Wigan,82048.88
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 346, ""Other/Custom"": 421}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",1528,Withington,58918.05
"[""Full renovation""]",3,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1961}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""Yes""]",1961,Manchester City Centre,217425.43
"[""Full renovation""]",4,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 2011}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""Yes""]",2011,Withington,301393.24999999994
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 345, ""Other/Custom"": 329}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""No"", ""No""]",4415,Prestwich,86189.6
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 185, ""Kitchen"": 190, ""Other/Custom"": 177}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No""]",927,Levenshulme,67696.28
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 387, ""Other/Custom"": 430}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""No"", ""No""]",1769,Didsbury,85192.66
"[""Full renovation""]",2,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1537}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""No""]",1537,Chorlton,140108.05
"[""Bedroom"", ""Kitchen""]",2,0,"{""bedrooms"": [229, 228], ""bathrooms"": [], ""other"": {""Kitchen"": 287}}","{""bedrooms"": [0, 219.993006993007], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""Yes"", ""No""]",1393,Manchester City Centre,88316.15000000001
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",3,2,"{""bedrooms"": [319, 298, 284], ""bathrooms"": [121, 139], ""other"": {""Other/Custom"": 332}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [""High-end"", ""High-end""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",1821,Stretford,245232.78000000003
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [245, 266, 315, 305], ""bathrooms"": [], ""other"": {""Living room"": 405}}","{""bedrooms"": [0, 322, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 301}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes"", ""No"", ""No"", ""Yes""]",2531,Withington,218146.14
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 301, ""Other/Custom"": 415}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",3995,Wigan,104284.91
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [115], ""other"": {""Other/Custom"": 407}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",3583,Wigan,81306.03
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [128], ""other"": {""Living room"": 371}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""No""]",3672,Wigan,81225.07
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [109], ""other"": {""Other/Custom"": 274}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 171.97202797202797}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes""]",1214,Withington,54802.259999999995
"[""Full renovation""]",6,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 3613}}","{""bedrooms"": [0, 0, 0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""No""]",3613,Wigan,368015.72
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [234, 231], ""bathrooms"": [109], ""other"": {}}","{""bedrooms"": [228.64568764568764, 0], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [""Mid-range""], ""other"": {}}","[""Yes"", ""No"", ""No""]",1451,Salford,85372.39
"[""Bedroom"", ""Bathroom""]",7,4,"{""bedrooms"": [284, 242, 285, 241, 246, 277, 302], ""bathrooms"": [119, 149, 143, 114], ""other"": {}}","{""bedrooms"": [0, 0, 0, 0, 0, 322, 0], ""bathrooms"": [151, 151, 151, 151], ""other"": {}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""High-end"", ""Mid-range""], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""High-end"", ""Budget-friendly""], ""other"": {}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""Yes"", ""Yes"", ""Yes""]",4115,Prestwich,464387.5300000001
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [188, 219], ""bathrooms"": [105], ""other"": {}}","{""bedrooms"": [188.96270396270396, 188.96270396270396], ""bathrooms"": [92.23776223776224], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]",1185,Bury,79231.89
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,1,"{""bedrooms"": [154], ""bathrooms"": [79], ""other"": {""Other/Custom"": 192}}","{""bedrooms"": [0], ""bathrooms"": [75.34579439252336], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No""]",905,Didsbury,67435.76999999999
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 344, ""Kitchen"": 439, ""Other/Custom"": 304}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No""]",2506,Rochdale,139441.57
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 399, ""Other/Custom"": 333}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes""]",4014,Wigan,101238.43
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [129], ""other"": {""Kitchen"": 307}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""No""]",4034,Wigan,89666.54000000001
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [65], ""other"": {""Other/Custom"": 124}}","{""bedrooms"": [], ""bathrooms"": [54.233421750663126], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",385,Manchester City Centre,47256.33
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,1,"{""bedrooms"": [166], ""bathrooms"": [88], ""other"": {""Other/Custom"": 185}}","{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No""]",991,Manchester City Centre,71568.75
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 290, ""Other/Custom"": 283}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other/Custom"": ""High-end""}}","[""No"", ""No""]",1417,Prestwich,56243.01
"[""Bedroom"", ""Other/Custom""]",4,0,"{""bedrooms"": [269, 284, 274, 297], ""bathrooms"": [], ""other"": {""Other/Custom"": 356}}","{""bedrooms"": [322, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""No"", ""No"", ""No"", ""No""]",2570,Oldham,207783.64
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,1,"{""bedrooms"": [282, 298, 277], ""bathrooms"": [144], ""other"": {""Living room"": 394}}","{""bedrooms"": [0, 0, 322], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""Yes"", ""No"", ""Yes""]",1725,Levenshulme,215020.33000000002
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [167], ""bathrooms"": [], ""other"": {""Living room"": 190}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No""]",966,Didsbury,49549.18
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [146], ""bathrooms"": [], ""other"": {""Living room"": 172}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No""]",832,Stockport,48413.34
"[""Bedroom"", ""Other/Custom""]",4,0,"{""bedrooms"": [310, 276, 315, 296], ""bathrooms"": [], ""other"": {""Other/Custom"": 326}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [""High-end"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""Yes""]",2420,Cheadle,212112.79
"[""Bedroom"", ""Kitchen""]",3,0,"{""bedrooms"": [310, 261, 271], ""bathrooms"": [], ""other"": {""Kitchen"": 406}}","{""bedrooms"": [0, 322, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No"", ""No""]",1606,Didsbury,154510.06
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 450, ""Other/Custom"": 419}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No""]",3803,Wigan,82048.88
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",7,5,"{""bedrooms"": [280, 261, 270, 267, 298, 257, 253], ""bathrooms"": [131, 148, 140, 144, 141], ""other"": {""Other/Custom"": 323}}","{""bedrooms"": [322, 0, 322, 0, 322, 0, 0], ""bathrooms"": [0, 151, 0, 0, 0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""High-end"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""Mid-range"", ""High-end"", ""Mid-range"", ""High-end""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No"", ""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No""]",3349,Bolton,549020.41
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 318, ""Other/Custom"": 439}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes""]",2570,Rochdale,83450.87
"[""Bedroom"", ""Living room""]",8,0,"{""bedrooms"": [301, 301, 253, 268, 267, 315, 253, 310], ""bathrooms"": [], ""other"": {""Living room"": 437}}","{""bedrooms"": [322, 0, 0, 0, 0, 322, 322, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""High-end"", ""High-end"", ""High-end"", ""Mid-range"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""Yes"", ""No"", ""No""]",4034,Trafford,386563.82000000007
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",4,2,"{""bedrooms"": [281, 297, 312, 266], ""bathrooms"": [111, 145], ""other"": {""Other/Custom"": 353}}","{""bedrooms"": [0, 0, 322, 0], ""bathrooms"": [151, 0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""No"", ""No""]",2556,Oldham,263409.72
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [303, 299, 264, 246], ""bathrooms"": [], ""other"": {""Living room"": 362}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""No""]",2751,Trafford,194870.69
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 435, ""Kitchen"": 435}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""High-end""}}","[""Yes"", ""No""]",6744,Altrincham,93701.47
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [126], ""other"": {""Living room"": 345}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No""]",6628,Altrincham,75698.06
"[""Full renovation""]",4,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 2230}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""Yes""]",2230,Cheadle,301393.24999999994
"[""Bedroom"", ""Bathroom"", ""Living room""]",2,1,"{""bedrooms"": [205, 229], ""bathrooms"": [94], ""other"": {""Living room"": 245}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""High-end""], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No""]",1166,Stockport,109519.03000000001
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 362, ""Kitchen"": 429}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""High-end""}}","[""No"", ""No""]",3208,Bolton,83082.71
"[""Bedroom"", ""Living room""]",5,0,"{""bedrooms"": [295, 250, 257, 242, 259], ""bathrooms"": [], ""other"": {""Living room"": 435}}","{""bedrooms"": [322, 0, 0, 0, 322], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""No""]",2966,Tameside,240178.15000000002
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [295, 272, 310, 296], ""bathrooms"": [], ""other"": {""Living room"": 332}}","{""bedrooms"": [0, 0, 0, 322], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""Yes"", ""No""]",2445,Salford,201281.4
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [257, 272, 250], ""bathrooms"": [], ""other"": {""Living room"": 371}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""No""]",1940,Trafford,155505.98
