renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,location,renovation_cost,pre_renovation_cost
"[""Bedroom"", ""Kitchen""]",1,0,"{""bedrooms"": [170], ""bathrooms"": [], ""other"": {""Kitchen"": 192}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",993,Sale,45953.48,327221.35
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 427, ""Kitchen"": 335, ""Other/Custom"": 331}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No""]",1865,Stretford,119720.86,496041.82
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 390, ""Kitchen"": 431, ""Other/Custom"": 436}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No""]",3573,Bolton,117740.18,711106.14
"[""Full renovation""]",2,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1263}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 179.16783216783216}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""Yes""]",1263,Rochdale,123958.88,197147.8
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,"{""bedrooms"": [249, 287], ""bathrooms"": [113], ""other"": {""Other/Custom"": 387}}","{""bedrooms"": [0, 0], ""bathrooms"": [151], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""Yes"", ""No""]",1552,Trafford,111304.52,457562.77
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [110], ""other"": {""Other/Custom"": 245}}","{""bedrooms"": [], ""bathrooms"": [93.31468531468532], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",1207,Rochdale,54160.93,199135.6
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [125], ""other"": {""Other/Custom"": 369}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",3866,Wigan,84544.53,532556.3
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",4,2,"{""bedrooms"": [270, 287, 274, 300], ""bathrooms"": [147, 132], ""other"": {""Other/Custom"": 378}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [""Budget-friendly"", ""Mid-range""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes""]",2297,Ashton-under-Lyne,286506.29000000004,467878.84
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",3,1,"{""bedrooms"": [302, 253, 253], ""bathrooms"": [145], ""other"": {""Other/Custom"": 319}}","{""bedrooms"": [0, 322, 0], ""bathrooms"": [0], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""Yes"", ""No"", ""No"", ""Yes""]",1961,Prestwich,217294.0,465157.11
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [130], ""other"": {""Other/Custom"": 373}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",3641,Wigan,77393.64,499493.52
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [105], ""other"": {""Kitchen"": 281}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 190.62237762237763}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes""]",1341,Chorlton,54021.78,468248.42
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,"{""bedrooms"": [213, 223], ""bathrooms"": [108], ""other"": {""Other/Custom"": 270}}","{""bedrooms"": [0, 0], ""bathrooms"": [99.87412587412587], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""Yes"", ""No""]",1341,Chorlton,110816.19,433460.01
"[""Bedroom"", ""Kitchen""]",2,0,"{""bedrooms"": [192, 223], ""bathrooms"": [], ""other"": {""Kitchen"": 225}}","{""bedrooms"": [175.23776223776224, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 154.2027972027972}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""No"", ""Yes""]",1093,Bury,73349.31,220978.9
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [139], ""other"": {""Kitchen"": 407}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 301}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""Yes""]",3650,Bolton,106097.91,729345.43
"[""Bedroom"", ""Living room""]",2,0,"{""bedrooms"": [202, 215], ""bathrooms"": [], ""other"": {""Living room"": 280}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No""]",1175,Didsbury,86785.89,314329.18
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,2,"{""bedrooms"": [251, 256, 244, 256], ""bathrooms"": [139, 121], ""other"": {""Living room"": 310}}","{""bedrooms"": [0, 0, 322, 0], ""bathrooms"": [0, 151], ""other"": {""Living room"": 301}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""High-end"", ""Budget-friendly""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""Yes"", ""No"", ""No"", ""Yes"", ""Yes""]",2370,Bury,277266.4,461571.46
"[""Bedroom"", ""Kitchen""]",5,0,"{""bedrooms"": [268, 308, 281, 276, 293], ""bathrooms"": [], ""other"": {""Kitchen"": 344}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3443,Bolton,234706.83,703816.8
"[""Bedroom"", ""Kitchen""]",1,0,"{""bedrooms"": [147], ""bathrooms"": [], ""other"": {""Kitchen"": 192}}","{""bedrooms"": [130.39252336448598], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""No""]",758,Levenshulme,49575.11,216516.98
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [164], ""bathrooms"": [], ""other"": {""Other/Custom"": 189}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",1003,Stockport,46976.67,248256.31
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [113], ""other"": {""Other/Custom"": 431}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",2962,Oldham,88211.9,541737.94
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [85], ""other"": {""Living room"": 191}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 129.54205607476635}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes""]",912,Sale,44428.05,327285.43
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 300, ""Kitchen"": 288}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",1440,Chorlton,52780.47,502376.56
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 195, ""Kitchen"": 193}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly""}}","[""No"", ""No""]",842,Sale,47917.57,282216.16
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 349, ""Other/Custom"": 414}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No""]",2690,Cheadle,82048.88,783287.04
"[""Bedroom"", ""Kitchen""]",12,0,"{""bedrooms"": [289, 272, 279, 303, 271, 264, 298, 318, 274, 305, 286, 316], ""bathrooms"": [], ""other"": {""Kitchen"": 377}}","{""bedrooms"": [0, 0, 0, 0, 0, 0, 0, 322, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""Budget-friendly"", ""High-end"", ""Mid-range"", ""High-end"", ""High-end"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No""]",7065,Altrincham,528191.8,2459036.18
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 293, ""Kitchen"": 299}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly""}}","[""No"", ""No""]",1207,Chorlton,51071.47,394080.47
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [142], ""other"": {""Other/Custom"": 330}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",1687,Rochdale,82564.05,250192.04
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,1,"{""bedrooms"": [315, 289, 306], ""bathrooms"": [132], ""other"": {""Kitchen"": 338}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""No""]",1783,Cheadle,193342.52,501770.76
"[""Bedroom"", ""Bathroom""]",1,1,"{""bedrooms"": [164], ""bathrooms"": [85], ""other"": {}}","{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [""Mid-range""], ""other"": {}}","[""No"", ""No""]",996,Bury,44636.14,222128.51
"[""Bedroom"", ""Bathroom"", ""Living room""]",12,8,"{""bedrooms"": [305, 313, 267, 299, 312, 299, 314, 258, 251, 314, 297, 270], ""bathrooms"": [145, 129, 147, 135, 128, 146, 140, 144], ""other"": {""Living room"": 307}}","{""bedrooms"": [322, 0, 322, 0, 0, 0, 0, 0, 0, 322, 0, 0], ""bathrooms"": [0, 0, 0, 0, 0, 0, 0, 151], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""High-end"", ""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""High-end"", ""High-end""], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No""]",6434,Altrincham,841755.3999999999,2223210.58
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 308, ""Other/Custom"": 416}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",3760,Wigan,87058.22,518775.35
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,2,"{""bedrooms"": [303, 306, 309], ""bathrooms"": [125, 112], ""other"": {""Living room"": 387}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0, 151], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""Yes"", ""No""]",1949,Cheadle,223676.13,552807.09
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [88], ""other"": {""Kitchen"": 195}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No""]",1053,Sale,46412.63,350113.84
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [115], ""other"": {""Kitchen"": 425}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No""]",3756,Wigan,70077.98,496264.74
"[""Full renovation""]",3,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1760}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""No""]",1760,Bury,195860.45,343749.55
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [101], ""other"": {""Other/Custom"": 272}}","{""bedrooms"": [], ""bathrooms"": [91.35664335664336], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No""]",1167,Sale,53095.44,373928.01
"[""Bedroom"", ""Kitchen""]",9,0,"{""bedrooms"": [294, 241, 299, 264, 246, 278, 320, 253, 309], ""bathrooms"": [], ""other"": {""Kitchen"": 344}}","{""bedrooms"": [0, 322, 0, 322, 0, 0, 322, 322, 322], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""High-end"", ""Budget-friendly"", ""Budget-friendly"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""Yes"", ""Yes"", ""Yes"", ""No""]",4855,Prestwich,438081.12,1128531.55
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [286, 289, 296], ""bathrooms"": [], ""other"": {""Living room"": 355}}","{""bedrooms"": [0, 322, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No"", ""No""]",1866,Trafford,165187.31,535537.01
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [118], ""other"": {""Other/Custom"": 370}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",3284,Oldham,78833.95999999999,652801.96
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",4,2,"{""bedrooms"": [296, 268, 271, 311], ""bathrooms"": [150, 137], ""other"": {""Kitchen"": 303}}","{""bedrooms"": [0, 322, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""High-end"", ""Mid-range""], ""bathrooms"": [""Mid-range"", ""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No""]",2532,Oldham,285405.83,473874.97
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 419, ""Other/Custom"": 389}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",3202,Oldham,93897.56,604920.93
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 422, ""Kitchen"": 393, ""Other/Custom"": 365}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No""]",2246,Ashton-under-Lyne,119544.02,423746.59
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [121], ""other"": {""Kitchen"": 373}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes""]",3060,Bury,82153.42,602958.31
"[""Bedroom"", ""Other/Custom""]",4,0,"{""bedrooms"": [313, 294, 284, 316], ""bathrooms"": [], ""other"": {""Other/Custom"": 436}}","{""bedrooms"": [0, 0, 0, 322], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""Yes"", ""No""]",2165,Manchester City Centre,200455.91,731210.63
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 449, ""Other/Custom"": 412}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",2094,Ashton-under-Lyne,75977.79000000001,399747.8
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [300, 306, 250], ""bathrooms"": [], ""other"": {""Living room"": 406}}","{""bedrooms"": [0, 0, 322], ""bathrooms"": [], ""other"": {""Living room"": 301}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""Yes"", ""Yes""]",1947,Ashton-under-Lyne,184197.68,394688.67
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 409, ""Kitchen"": 335}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Mid-range""}}","[""Yes"", ""No""]",2491,Cheadle,87507.87,693920.88
"[""Full renovation""]",3,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1936}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""No""]",1936,Ashton-under-Lyne,193022.69,371692.18
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",14,7,"{""bedrooms"": [261, 300, 263, 246, 266, 300, 313, 314, 271, 241, 270, 314, 296, 318], ""bathrooms"": [120, 128, 117, 142, 143, 120, 128], ""other"": {""Kitchen"": 445}}","{""bedrooms"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 322, 322, 0, 0, 0], ""bathrooms"": [0, 0, 0, 0, 0, 0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""High-end"", ""Mid-range"", ""Budget-friendly"", ""High-end"", ""Mid-range"", ""Mid-range"", ""High-end"", ""Budget-friendly"", ""Mid-range"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",6665,Altrincham,849595.0999999997,2314022.46
