renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_to_add,structural_changes,sqft_renovated,material_grade,property_size,Location
"[""Bathroom"", ""Living room"", ""Other""]",0,3,"{""bedrooms"": [], ""bathrooms"": [28, 6, 48], ""other"": {""Living room"": 83, ""Other"": 18}}","[""No"", ""No"", ""Yes"", ""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [55, 97, 69], ""other"": {""Living room"": 194, ""Other"": 171}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""High-end""], ""other"": {""Living room"": ""High-end"", ""Other"": ""Mid-range""}}",930,Tameside
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [34, 75, 13], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [94, 89, 85], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""Mid-range""], ""other"": {}}",1892,Trafford
"[""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [48], ""other"": {}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [77], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {}}",1037,Ashton-under-Lyne
"[""Bedroom""]",2,0,"{""bedrooms"": [61, 168], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""Yes""]","{""bedrooms"": [191, 96], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}",788,Salford
"[""Kitchen"", ""Living room"", ""Bedroom""]",2,0,"{""bedrooms"": [175, 126], ""bathrooms"": [], ""other"": {""Kitchen"": 5, ""Living room"": 47}}","[""Yes"", ""No"", ""Yes"", ""Yes""]","{""bedrooms"": [85, 81], ""bathrooms"": [], ""other"": {""Kitchen"": 146, ""Living room"": 227}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Living room"": ""High-end""}}",1953,Sale
"[""Living room"", ""Kitchen"", ""Bedroom""]",1,0,"{""bedrooms"": [139], ""bathrooms"": [], ""other"": {""Living room"": 228, ""Kitchen"": 31}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [182], ""bathrooms"": [], ""other"": {""Living room"": 192, ""Kitchen"": 226}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range""}}",1279,Didsbury
"[""Other"", ""Living room"", ""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [18, 37, 65], ""other"": {""Other"": 105, ""Living room"": 106}}","[""Yes"", ""No"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [40, 66, 95], ""other"": {""Other"": 136, ""Living room"": 234}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Mid-range"", ""Mid-range""], ""other"": {""Other"": ""High-end"", ""Living room"": ""Mid-range""}}",1321,Bury
"[""Bathroom"", ""Kitchen""]",0,2,"{""bedrooms"": [], ""bathrooms"": [66, 46], ""other"": {""Kitchen"": 246}}","[""Yes"", ""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [75, 61], ""other"": {""Kitchen"": 216}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly""], ""other"": {""Kitchen"": ""Mid-range""}}",761,Salford
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 156, ""Kitchen"": 125}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 249, ""Kitchen"": 185}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly""}}",1065,Withington
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 182}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 152}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}",781,Levenshulme
"[""Bathroom"", ""Other""]",0,3,"{""bedrooms"": [], ""bathrooms"": [44, 45, 32], ""other"": {""Other"": 170}}","[""No"", ""Yes"", ""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [47, 79, 92], ""other"": {""Other"": 163}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""High-end"", ""Budget-friendly""], ""other"": {""Other"": ""High-end""}}",750,Chorlton
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [18, 78, 57], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [88, 85, 81], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Mid-range"", ""High-end""], ""other"": {}}",1295,Rochdale
"[""Bedroom""]",3,0,"{""bedrooms"": [3, 104, 62], ""bathrooms"": [], ""other"": {}}","[""No"", ""No"", ""Yes""]","{""bedrooms"": [101, 156, 145], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}",1533,Sale
"[""Bathroom"", ""Other""]",0,3,"{""bedrooms"": [], ""bathrooms"": [52, 70, 42], ""other"": {""Other"": 183}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [75, 50, 38], ""other"": {""Other"": 142}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""other"": {""Other"": ""Budget-friendly""}}",1619,Wigan
"[""Bedroom""]",1,0,"{""bedrooms"": [80], ""bathrooms"": [], ""other"": {}}","[""Yes""]","{""bedrooms"": [186], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {}}",863,Bolton
"[""Bedroom""]",1,0,"{""bedrooms"": [3], ""bathrooms"": [], ""other"": {}}","[""No""]","{""bedrooms"": [178], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {}}",1204,Bury
"[""Kitchen"", ""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 267, ""Other"": 123}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 225, ""Other"": 168}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other"": ""Budget-friendly""}}",1059,Withington
"[""Bathroom"", ""Kitchen"", ""Bedroom""]",1,2,"{""bedrooms"": [178], ""bathrooms"": [74, 16], ""other"": {""Kitchen"": 210}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [101], ""bathrooms"": [92, 60], ""other"": {""Kitchen"": 104}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {""Kitchen"": ""High-end""}}",1570,Ashton-under-Lyne
"[""Other"", ""Kitchen"", ""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [44, 15], ""other"": {""Other"": 115, ""Kitchen"": 127}}","[""Yes"", ""Yes"", ""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [62, 67], ""other"": {""Other"": 214, ""Kitchen"": 164}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Mid-range""], ""other"": {""Other"": ""Mid-range"", ""Kitchen"": ""Budget-friendly""}}",818,Bury
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 18}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 233}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}",1136,Rochdale
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 52}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 254}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}",2392,Altrincham
"[""Bedroom"", ""Living room"", ""Kitchen""]",1,0,"{""bedrooms"": [126], ""bathrooms"": [], ""other"": {""Living room"": 156, ""Kitchen"": 233}}","[""Yes"", ""No"", ""Yes""]","{""bedrooms"": [142], ""bathrooms"": [], ""other"": {""Living room"": 132, ""Kitchen"": 88}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly""}}",1075,Trafford
"[""Bathroom"", ""Kitchen""]",0,2,"{""bedrooms"": [], ""bathrooms"": [19, 25], ""other"": {""Kitchen"": 68}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [87, 95], ""other"": {""Kitchen"": 156}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""High-end""], ""other"": {""Kitchen"": ""Budget-friendly""}}",792,Salford
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [194, 24, 133, 57], ""bathrooms"": [], ""other"": {""Living room"": 17}}","[""Yes"", ""Yes"", ""Yes"", ""No"", ""No""]","{""bedrooms"": [138, 140, 88, 115], ""bathrooms"": [], ""other"": {""Living room"": 240}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}",1694,Bury
"[""Bathroom"", ""Bedroom""]",1,3,"{""bedrooms"": [88], ""bathrooms"": [4, 43, 21], ""other"": {}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [86], ""bathrooms"": [43, 40, 96], ""other"": {}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""High-end""], ""other"": {}}",1262,Didsbury
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 27}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 253}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}",1548,Wigan
"[""Bedroom""]",3,0,"{""bedrooms"": [38, 164, 115], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [88, 172, 108], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {}}",2059,Trafford
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 28, ""Kitchen"": 214}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 110, ""Kitchen"": 111}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly""}}",1425,Bolton
"[""Living room"", ""Bedroom""]",2,0,"{""bedrooms"": [44, 141], ""bathrooms"": [], ""other"": {""Living room"": 55}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [189, 194], ""bathrooms"": [], ""other"": {""Living room"": 208}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}",1422,Ashton-under-Lyne
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 5, ""Kitchen"": 49}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 89, ""Kitchen"": 167}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range""}}",1091,Tameside
"[""Bedroom""]",4,0,"{""bedrooms"": [190, 72, 89, 25], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [183, 114, 142, 187], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {}}",1224,Wigan
"[""Kitchen"", ""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 108, ""Living room"": 121}}","[""No"", ""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 201, ""Living room"": 92}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Living room"": ""High-end""}}",1226,Tameside
"[""Living room"", ""Kitchen"", ""Bedroom""]",3,0,"{""bedrooms"": [23, 95, 180], ""bathrooms"": [], ""other"": {""Living room"": 211, ""Kitchen"": 164}}","[""No"", ""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [155, 152, 162], ""bathrooms"": [], ""other"": {""Living room"": 196, ""Kitchen"": 190}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""High-end""}}",1984,Altrincham
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 154}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 117}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Mid-range""}}",1164,Ashton-under-Lyne
"[""Bathroom"", ""Bedroom""]",3,1,"{""bedrooms"": [199, 189, 113], ""bathrooms"": [54], ""other"": {}}","[""No"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [101, 104, 159], ""bathrooms"": [70], ""other"": {}}","{""bedrooms"": [""High-end"", ""High-end"", ""Mid-range""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}",1180,Tameside
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 231, ""Kitchen"": 142}}","[""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 90, ""Kitchen"": 152}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end""}}",1036,Prestwich
"[""Bedroom"", ""Kitchen""]",3,0,"{""bedrooms"": [86, 109, 3], ""bathrooms"": [], ""other"": {""Kitchen"": 77}}","[""Yes"", ""Yes"", ""No"", ""Yes""]","{""bedrooms"": [117, 107, 183], ""bathrooms"": [], ""other"": {""Kitchen"": 127}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}",1600,Altrincham
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 113}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 262}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}",694,Withington
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 19, ""Kitchen"": 58}}","[""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 215, ""Kitchen"": 119}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""High-end""}}",519,Manchester City Centre
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 136}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 83}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""High-end""}}",1475,Rochdale
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 217}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 131}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}",690,Manchester City Centre
"[""Bathroom"", ""Other""]",0,3,"{""bedrooms"": [], ""bathrooms"": [41, 40, 33], ""other"": {""Other"": 80}}","[""Yes"", ""No"", ""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [67, 61, 95], ""other"": {""Other"": 296}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""other"": {""Other"": ""Mid-range""}}",882,Didsbury
"[""Other"", ""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 155, ""Living room"": 289}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 222, ""Living room"": 298}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Budget-friendly"", ""Living room"": ""High-end""}}",999,Levenshulme
"[""Other"", ""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [29, 8, 12], ""other"": {""Other"": 146}}","[""Yes"", ""Yes"", ""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [45, 37, 69], ""other"": {""Other"": 101}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {""Other"": ""Mid-range""}}",1568,Stretford
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 164}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 214}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""High-end""}}",923,Chorlton
"[""Bathroom"", ""Other""]",0,1,"{""bedrooms"": [], ""bathrooms"": [55], ""other"": {""Other"": 78}}","[""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [57], ""other"": {""Other"": 157}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other"": ""Mid-range""}}",856,Stretford
"[""Bathroom"", ""Kitchen"", ""Other""]",0,1,"{""bedrooms"": [], ""bathrooms"": [53], ""other"": {""Kitchen"": 60, ""Other"": 222}}","[""No"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [56], ""other"": {""Kitchen"": 276, ""Other"": 140}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""Mid-range"", ""Other"": ""High-end""}}",1267,Prestwich
"[""Living room"", ""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [74, 24], ""other"": {""Living room"": 198}}","[""No"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [98, 51], ""other"": {""Living room"": 110}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end""], ""other"": {""Living room"": ""Mid-range""}}",1466,Sale
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 130, ""Kitchen"": 259}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 267, ""Kitchen"": 297}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range""}}",1002,Sale
"[""Bathroom"", ""Living room""]",0,3,"{""bedrooms"": [], ""bathrooms"": [1, 73, 62], ""other"": {""Living room"": 260}}","[""Yes"", ""Yes"", ""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [68, 61, 51], ""other"": {""Living room"": 153}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end""], ""other"": {""Living room"": ""Mid-range""}}",1431,Stockport
"[""Living room"", ""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [32], ""other"": {""Living room"": 123, ""Kitchen"": 62}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [41], ""other"": {""Living room"": 167, ""Kitchen"": 212}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly""}}",1275,Didsbury
"[""Kitchen"", ""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [63], ""other"": {""Kitchen"": 35}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [64], ""other"": {""Kitchen"": 244}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly""}}",697,Rochdale
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [48], ""other"": {""Living room"": 1}}","[""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [95], ""other"": {""Living room"": 177}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""Budget-friendly""}}",1084,Bury
"[""Living room"", ""Bedroom""]",1,0,"{""bedrooms"": [1], ""bathrooms"": [], ""other"": {""Living room"": 73}}","[""Yes"", ""Yes""]","{""bedrooms"": [168], ""bathrooms"": [], ""other"": {""Living room"": 218}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}",1727,Wigan
"[""Bathroom"", ""Kitchen"", ""Other""]",0,3,"{""bedrooms"": [], ""bathrooms"": [10, 44, 38], ""other"": {""Kitchen"": 257, ""Other"": 221}}","[""Yes"", ""No"", ""No"", ""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [100, 98, 43], ""other"": {""Kitchen"": 265, ""Other"": 123}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other"": ""Mid-range""}}",1553,Sale
"[""Living room"", ""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 108, ""Other"": 101}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 291, ""Other"": 204}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other"": ""Budget-friendly""}}",1238,Altrincham
"[""Bathroom"", ""Living room"", ""Kitchen""]",0,2,"{""bedrooms"": [], ""bathrooms"": [23, 17], ""other"": {""Living room"": 0, ""Kitchen"": 297}}","[""Yes"", ""No"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [54, 73], ""other"": {""Living room"": 219, ""Kitchen"": 269}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end""], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range""}}",1010,Bolton
"[""Kitchen"", ""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [29, 2], ""other"": {""Kitchen"": 10}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [47, 61], ""other"": {""Kitchen"": 246}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end""], ""other"": {""Kitchen"": ""High-end""}}",703,Bury
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 50}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 273}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Mid-range""}}",1444,Rochdale
"[""Living room"", ""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 224, ""Other"": 222}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 292, ""Other"": 134}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other"": ""High-end""}}",1613,Altrincham
"[""Kitchen"", ""Living room"", ""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 208, ""Living room"": 21, ""Other"": 77}}","[""No"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 287, ""Living room"": 194, ""Other"": 133}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Living room"": ""Mid-range"", ""Other"": ""Budget-friendly""}}",1057,Chorlton
