renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_to_add,structural_changes,sqft_renovated,material_grade,property_size,location,renovation_cost,pre_renovation_cost
['Bathroom'],0,2,"{'bedrooms': [], 'bathrooms': [40, 57], 'other': {}}","['No', 'Yes']","{'bedrooms': [], 'bathrooms': [84, 80], 'other': {}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'Mid-range'], 'other': {}}",1049,Bolton,42686.58,220290.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 15}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 97}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Budget-friendly'}}",497,Manchester City Centre,22224.43,191345.0
"['Bathroom', 'Other', 'Living room']",0,1,"{'bedrooms': [], 'bathrooms': [40], 'other': {'Other': 1, 'Living room': 268}}","['Yes', 'No', 'Yes']","{'bedrooms': [], 'bathrooms': [98], 'other': {'Other': 162, 'Living room': 152}}","{'bedrooms': [], 'bathrooms': ['Mid-range'], 'other': {'Other': 'High-end', 'Living room': 'High-end'}}",818,Chorlton,78033.19,245400.0
"['Other', 'Kitchen', 'Bathroom']",0,2,"{'bedrooms': [], 'bathrooms': [23, 76], 'other': {'Other': 235, 'Kitchen': 285}}","['Yes', 'No', 'No', 'Yes']","{'bedrooms': [], 'bathrooms': [95, 48], 'other': {'Other': 164, 'Kitchen': 118}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'High-end'], 'other': {'Other': 'Budget-friendly', 'Kitchen': 'Mid-range'}}",1544,Stretford,117687.07,382140.0
['Bathroom'],0,3,"{'bedrooms': [], 'bathrooms': [20, 5, 35], 'other': {}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [75, 96, 48], 'other': {}}","{'bedrooms': [], 'bathrooms': ['Mid-range', 'High-end', 'Mid-range'], 'other': {}}",804,Tameside,68364.62,150348.0
"['Bedroom', 'Kitchen', 'Bathroom']",3,1,"{'bedrooms': [41, 133, 17], 'bathrooms': [15], 'other': {'Kitchen': 197}}","['No', 'Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [144, 184, 175], 'bathrooms': [81], 'other': {'Kitchen': 215}}","{'bedrooms': ['Budget-friendly', 'High-end', 'Budget-friendly'], 'bathrooms': ['Budget-friendly'], 'other': {'Kitchen': 'Budget-friendly'}}",2405,Cheadle,185424.81000000003,739537.5
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 50}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 152}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Budget-friendly'}}",1369,Chorlton,25876.67,547600.0
"['Bathroom', 'Other', 'Kitchen']",0,1,"{'bedrooms': [], 'bathrooms': [4], 'other': {'Other': 12, 'Kitchen': 66}}","['Yes', 'No', 'Yes']","{'bedrooms': [], 'bathrooms': [42], 'other': {'Other': 267, 'Kitchen': 173}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly'], 'other': {'Other': 'Budget-friendly', 'Kitchen': 'Mid-range'}}",975,Chorlton,60474.92999999999,331500.0
"['Kitchen', 'Bathroom', 'Other']",0,2,"{'bedrooms': [], 'bathrooms': [39, 52], 'other': {'Kitchen': 186, 'Other': 34}}","['No', 'Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [51, 59], 'other': {'Kitchen': 182, 'Other': 181}}","{'bedrooms': [], 'bathrooms': ['High-end', 'Mid-range'], 'other': {'Kitchen': 'High-end', 'Other': 'High-end'}}",786,Chorlton,104111.38,235800.0
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 165}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 88}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'Mid-range'}}",875,Chorlton,22548.8,385000.0
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 300}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 267}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'Budget-friendly'}}",1116,Rochdale,29546.5,212040.0
"['Bedroom', 'Bathroom', 'Kitchen']",2,3,"{'bedrooms': [96, 55], 'bathrooms': [60, 30, 55], 'other': {'Kitchen': 187}}","['No', 'Yes', 'Yes', 'Yes', 'No', 'Yes']","{'bedrooms': [92, 94], 'bathrooms': [88, 74, 47], 'other': {'Kitchen': 93}}","{'bedrooms': ['High-end', 'High-end'], 'bathrooms': ['Budget-friendly', 'Budget-friendly', 'Budget-friendly'], 'other': {'Kitchen': 'Mid-range'}}",1260,Didsbury,162943.83000000002,396900.0
"['Kitchen', 'Living room', 'Bathroom']",0,2,"{'bedrooms': [], 'bathrooms': [22, 54], 'other': {'Kitchen': 112, 'Living room': 282}}","['Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [65, 60], 'other': {'Kitchen': 105, 'Living room': 89}}","{'bedrooms': [], 'bathrooms': ['High-end', 'Mid-range'], 'other': {'Kitchen': 'Mid-range', 'Living room': 'Budget-friendly'}}",1449,Ashton-under-Lyne,116161.73,233651.25
"['Bedroom', 'Kitchen']",1,0,"{'bedrooms': [122], 'bathrooms': [], 'other': {'Kitchen': 236}}","['Yes', 'Yes']","{'bedrooms': [184], 'bathrooms': [], 'other': {'Kitchen': 290}}","{'bedrooms': ['Budget-friendly'], 'bathrooms': [], 'other': {'Kitchen': 'High-end'}}",1630,Wigan,89054.85,256725.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 261}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 230}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'High-end'}}",904,Bolton,40891.58,189840.0
"['Kitchen', 'Bedroom', 'Other']",1,0,"{'bedrooms': [56], 'bathrooms': [], 'other': {'Kitchen': 98, 'Other': 213}}","['Yes', 'Yes', 'No']","{'bedrooms': [133], 'bathrooms': [], 'other': {'Kitchen': 284, 'Other': 187}}","{'bedrooms': ['High-end'], 'bathrooms': [], 'other': {'Kitchen': 'High-end', 'Other': 'High-end'}}",1005,Wigan,88404.99,158287.5
"['Bathroom', 'Bedroom']",2,1,"{'bedrooms': [95, 48], 'bathrooms': [80], 'other': {}}","['Yes', 'Yes', 'No']","{'bedrooms': [155, 147], 'bathrooms': [92], 'other': {}}","{'bedrooms': ['Budget-friendly', 'High-end'], 'bathrooms': ['Mid-range'], 'other': {}}",1314,Altrincham,83398.22,413910.0
"['Bedroom', 'Kitchen']",3,0,"{'bedrooms': [163, 5, 101], 'bathrooms': [], 'other': {'Kitchen': 296}}","['Yes', 'Yes', 'Yes', 'No']","{'bedrooms': [94, 142, 139], 'bathrooms': [], 'other': {'Kitchen': 130}}","{'bedrooms': ['High-end', 'High-end', 'Mid-range'], 'bathrooms': [], 'other': {'Kitchen': 'Budget-friendly'}}",2182,Trafford,170000.41999999998,638235.0
['Bathroom'],0,3,"{'bedrooms': [], 'bathrooms': [73, 73, 12], 'other': {}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [63, 92, 89], 'other': {}}","{'bedrooms': [], 'bathrooms': ['High-end', 'Budget-friendly', 'Budget-friendly'], 'other': {}}",499,Salford,62599.66,118762.0
"['Kitchen', 'Bedroom', 'Bathroom']",2,2,"{'bedrooms': [14, 61], 'bathrooms': [5, 33], 'other': {'Kitchen': 47}}","['Yes', 'Yes', 'Yes', 'No', 'Yes']","{'bedrooms': [198, 126], 'bathrooms': [45, 46], 'other': {'Kitchen': 147}}","{'bedrooms': ['Budget-friendly', 'High-end'], 'bathrooms': ['High-end', 'High-end'], 'other': {'Kitchen': 'High-end'}}",1568,Ashton-under-Lyne,166559.66,252840.0
"['Bathroom', 'Bedroom', 'Kitchen']",2,1,"{'bedrooms': [115, 27], 'bathrooms': [34], 'other': {'Kitchen': 212}}","['Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [91, 173], 'bathrooms': [71], 'other': {'Kitchen': 283}}","{'bedrooms': ['Budget-friendly', 'Budget-friendly'], 'bathrooms': ['High-end'], 'other': {'Kitchen': 'High-end'}}",1187,Rochdale,122234.17,169147.5
"['Living room', 'Bathroom']",0,2,"{'bedrooms': [], 'bathrooms': [26, 76], 'other': {'Living room': 195}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [65, 64], 'other': {'Living room': 227}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'Mid-range'], 'other': {'Living room': 'High-end'}}",1224,Ashton-under-Lyne,83884.7,197370.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 217}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 214}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'High-end'}}",1152,Prestwich,39219.95,345600.0
"['Living room', 'Bedroom', 'Kitchen']",1,0,"{'bedrooms': [13], 'bathrooms': [], 'other': {'Living room': 96, 'Kitchen': 39}}","['Yes', 'No', 'Yes']","{'bedrooms': [193], 'bathrooms': [], 'other': {'Living room': 211, 'Kitchen': 121}}","{'bedrooms': ['Budget-friendly'], 'bathrooms': [], 'other': {'Living room': 'High-end', 'Kitchen': 'Budget-friendly'}}",896,Ashton-under-Lyne,69755.32999999999,163744.0
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 286}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 220}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'Budget-friendly'}}",1261,Withington,29546.5,403520.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 204}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 265}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'Budget-friendly'}}",1008,Tameside,24518.79,243936.0
['Bathroom'],0,1,"{'bedrooms': [], 'bathrooms': [17], 'other': {}}",['Yes'],"{'bedrooms': [], 'bathrooms': [55], 'other': {}}","{'bedrooms': [], 'bathrooms': ['Mid-range'], 'other': {}}",1122,Bury,26742.96,258060.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 255}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 88}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Mid-range'}}",769,Wigan,28612.85,161490.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 128}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 235}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Mid-range'}}",1972,Altrincham,38251.52,828240.0
"['Bathroom', 'Other']",0,2,"{'bedrooms': [], 'bathrooms': [39, 78], 'other': {'Other': 149}}","['No', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [53, 91], 'other': {'Other': 239}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'Mid-range'], 'other': {'Other': 'Budget-friendly'}}",1328,Didsbury,74803.56,418320.0
['Bedroom'],2,0,"{'bedrooms': [191, 161], 'bathrooms': [], 'other': {}}","['No', 'No']","{'bedrooms': [128, 164], 'bathrooms': [], 'other': {}}","{'bedrooms': ['Budget-friendly', 'High-end'], 'bathrooms': [], 'other': {}}",1155,Stretford,60393.73,323977.5
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 300}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 269}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'High-end'}}",1537,Bolton,48353.24,274354.5
['Bathroom'],0,3,"{'bedrooms': [], 'bathrooms': [75, 48, 71], 'other': {}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [92, 95, 88], 'other': {}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'High-end', 'Budget-friendly'], 'other': {}}",992,Chorlton,62872.34,337280.0
"['Bathroom', 'Living room']",0,2,"{'bedrooms': [], 'bathrooms': [0, 49], 'other': {'Living room': 146}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [88, 84], 'other': {'Living room': 300}}","{'bedrooms': [], 'bathrooms': ['High-end', 'High-end'], 'other': {'Living room': 'High-end'}}",1517,Stockport,102349.92,295815.0
"['Other', 'Bedroom', 'Living room']",1,0,"{'bedrooms': [178], 'bathrooms': [], 'other': {'Other': 252, 'Living room': 56}}","['No', 'Yes', 'Yes']","{'bedrooms': [150], 'bathrooms': [], 'other': {'Other': 131, 'Living room': 96}}","{'bedrooms': ['Budget-friendly'], 'bathrooms': [], 'other': {'Other': 'Budget-friendly', 'Living room': 'Mid-range'}}",949,Oldham,71401.13,142350.0
"['Bedroom', 'Living room']",2,0,"{'bedrooms': [99, 195], 'bathrooms': [], 'other': {'Living room': 63}}","['Yes', 'Yes', 'No']","{'bedrooms': [127, 88], 'bathrooms': [], 'other': {'Living room': 132}}","{'bedrooms': ['High-end', 'High-end'], 'bathrooms': [], 'other': {'Living room': 'Budget-friendly'}}",901,Withington,77294.13,216240.0
"['Living room', 'Bathroom', 'Other']",0,3,"{'bedrooms': [], 'bathrooms': [80, 73, 77], 'other': {'Living room': 213, 'Other': 135}}","['Yes', 'Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [72, 61, 96], 'other': {'Living room': 136, 'Other': 132}}","{'bedrooms': [], 'bathrooms': ['High-end', 'Mid-range', 'High-end'], 'other': {'Living room': 'Mid-range', 'Other': 'Mid-range'}}",1331,Tameside,144129.71,219615.0
"['Living room', 'Bathroom', 'Other']",0,1,"{'bedrooms': [], 'bathrooms': [4], 'other': {'Living room': 232, 'Other': 161}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [45], 'other': {'Living room': 186, 'Other': 141}}","{'bedrooms': [], 'bathrooms': ['Mid-range'], 'other': {'Living room': 'High-end', 'Other': 'High-end'}}",2321,Altrincham,129669.4,731115.0
"['Bedroom', 'Living room', 'Kitchen']",2,0,"{'bedrooms': [50, 81], 'bathrooms': [], 'other': {'Living room': 174, 'Kitchen': 156}}","['No', 'Yes', 'Yes', 'Yes']","{'bedrooms': [135, 81], 'bathrooms': [], 'other': {'Living room': 262, 'Kitchen': 287}}","{'bedrooms': ['Budget-friendly', 'Budget-friendly'], 'bathrooms': [], 'other': {'Living room': 'High-end', 'Kitchen': 'Budget-friendly'}}",1477,Tameside,111243.2,243705.0
"['Other', 'Bedroom']",2,0,"{'bedrooms': [133, 118], 'bathrooms': [], 'other': {'Other': 113}}","['Yes', 'No', 'No']","{'bedrooms': [143, 185], 'bathrooms': [], 'other': {'Other': 250}}","{'bedrooms': ['Mid-range', 'Mid-range'], 'bathrooms': [], 'other': {'Other': 'Mid-range'}}",1727,Trafford,117273.06,505147.5
"['Kitchen', 'Living room', 'Bathroom']",0,3,"{'bedrooms': [], 'bathrooms': [13, 70, 6], 'other': {'Kitchen': 232, 'Living room': 132}}","['Yes', 'No', 'Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [45, 45, 73], 'other': {'Kitchen': 213, 'Living room': 187}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'High-end', 'Mid-range'], 'other': {'Kitchen': 'Mid-range', 'Living room': 'Budget-friendly'}}",1180,Ashton-under-Lyne,136794.96,190275.0
"['Kitchen', 'Bathroom']",0,1,"{'bedrooms': [], 'bathrooms': [4], 'other': {'Kitchen': 257}}","['Yes', 'No']","{'bedrooms': [], 'bathrooms': [56], 'other': {'Kitchen': 288}}","{'bedrooms': [], 'bathrooms': ['Mid-range'], 'other': {'Kitchen': 'High-end'}}",1240,Chorlton,71269.03,372000.0
['Bathroom'],0,1,"{'bedrooms': [], 'bathrooms': [35], 'other': {}}",['No'],"{'bedrooms': [], 'bathrooms': [95], 'other': {}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly'], 'other': {}}",618,Manchester City Centre,18680.71,237930.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 226}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 131}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'High-end'}}",2418,Altrincham,47255.87,863226.0
"['Kitchen', 'Other']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 131, 'Other': 210}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 295, 'Other': 289}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Budget-friendly', 'Other': 'Budget-friendly'}}",1986,Cheadle,73210.92,610695.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 183}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 201}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'High-end'}}",1116,Withington,33111.44,357120.0
"['Kitchen', 'Living room', 'Bedroom']",3,0,"{'bedrooms': [73, 116, 186], 'bathrooms': [], 'other': {'Kitchen': 93, 'Living room': 178}}","['Yes', 'Yes', 'No', 'No', 'No']","{'bedrooms': [144, 100, 99], 'bathrooms': [], 'other': {'Kitchen': 280, 'Living room': 179}}","{'bedrooms': ['Mid-range', 'Mid-range', 'Mid-range'], 'bathrooms': [], 'other': {'Kitchen': 'Budget-friendly', 'Living room': 'High-end'}}",2475,Cheadle,203780.95999999996,761062.5
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 195}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 243}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'High-end'}}",882,Chorlton,33906.93,352800.0
"['Bathroom', 'Other']",0,1,"{'bedrooms': [], 'bathrooms': [62], 'other': {'Other': 61}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [91], 'other': {'Other': 227}}","{'bedrooms': [], 'bathrooms': ['Mid-range'], 'other': {'Other': 'Budget-friendly'}}",807,Chorlton,40243.899999999994,322800.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 15}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 236}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'High-end'}}",1066,Stockport,31742.02,277160.0
"['Kitchen', 'Bedroom', 'Bathroom']",4,2,"{'bedrooms': [110, 103, 189, 12], 'bathrooms': [45, 37], 'other': {'Kitchen': 42}}","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [114, 81, 184, 142], 'bathrooms': [79, 39], 'other': {'Kitchen': 90}}","{'bedrooms': ['Budget-friendly', 'High-end', 'Mid-range', 'Budget-friendly'], 'bathrooms': ['High-end', 'High-end'], 'other': {'Kitchen': 'Budget-friendly'}}",1385,Oldham,200340.26,207750.0
"['Other', 'Bathroom']",0,1,"{'bedrooms': [], 'bathrooms': [55], 'other': {'Other': 115}}","['No', 'Yes']","{'bedrooms': [], 'bathrooms': [49], 'other': {'Other': 159}}","{'bedrooms': [], 'bathrooms': ['High-end'], 'other': {'Other': 'High-end'}}",1148,Oldham,61186.009999999995,195160.0
"['Bedroom', 'Kitchen', 'Bathroom']",1,3,"{'bedrooms': [195], 'bathrooms': [10, 25, 45], 'other': {'Kitchen': 124}}","['No', 'Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [134], 'bathrooms': [99, 41, 62], 'other': {'Kitchen': 122}}","{'bedrooms': ['Mid-range'], 'bathrooms': ['Mid-range', 'Mid-range', 'Mid-range'], 'other': {'Kitchen': 'Mid-range'}}",1103,Rochdale,134956.27,157177.5
"['Bathroom', 'Other', 'Living room']",0,3,"{'bedrooms': [], 'bathrooms': [20, 51, 72], 'other': {'Other': 279, 'Living room': 137}}","['Yes', 'No', 'Yes', 'No', 'Yes']","{'bedrooms': [], 'bathrooms': [61, 77, 47], 'other': {'Other': 293, 'Living room': 172}}","{'bedrooms': [], 'bathrooms': ['Mid-range', 'Budget-friendly', 'Mid-range'], 'other': {'Other': 'Budget-friendly', 'Living room': 'Mid-range'}}",1477,Stretford,133175.1,365557.5
"['Bathroom', 'Other', 'Kitchen']",0,1,"{'bedrooms': [], 'bathrooms': [23], 'other': {'Other': 96, 'Kitchen': 115}}","['Yes', 'No', 'Yes']","{'bedrooms': [], 'bathrooms': [83], 'other': {'Other': 131, 'Kitchen': 85}}","{'bedrooms': [], 'bathrooms': ['High-end'], 'other': {'Other': 'Budget-friendly', 'Kitchen': 'High-end'}}",1578,Wigan,96551.25,248535.0
"['Bathroom', 'Living room']",0,2,"{'bedrooms': [], 'bathrooms': [34, 19], 'other': {'Living room': 236}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [91, 60], 'other': {'Living room': 123}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'Mid-range'], 'other': {'Living room': 'High-end'}}",1064,Oldham,73148.53,159600.0
"['Other', 'Bathroom']",0,2,"{'bedrooms': [], 'bathrooms': [13, 73], 'other': {'Other': 7}}","['Yes', 'No', 'Yes']","{'bedrooms': [], 'bathrooms': [65, 40], 'other': {'Other': 251}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'Budget-friendly'], 'other': {'Other': 'Mid-range'}}",1171,Levenshulme,73056.48999999999,254692.5
"['Living room', 'Other', 'Bathroom']",0,2,"{'bedrooms': [], 'bathrooms': [9, 79], 'other': {'Living room': 52, 'Other': 166}}","['Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [52, 61], 'other': {'Living room': 88, 'Other': 133}}","{'bedrooms': [], 'bathrooms': ['High-end', 'Budget-friendly'], 'other': {'Living room': 'Mid-range', 'Other': 'High-end'}}",1446,Wigan,113087.07,227745.0
"['Bedroom', 'Other']",1,0,"{'bedrooms': [114], 'bathrooms': [], 'other': {'Other': 1}}","['Yes', 'Yes']","{'bedrooms': [111], 'bathrooms': [], 'other': {'Other': 135}}","{'bedrooms': ['High-end'], 'bathrooms': [], 'other': {'Other': 'High-end'}}",1552,Altrincham,64988.78,554064.0
"['Bathroom', 'Living room']",0,3,"{'bedrooms': [], 'bathrooms': [43, 15, 21], 'other': {'Living room': 245}}","['Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [58, 37, 37], 'other': {'Living room': 248}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'Mid-range', 'Mid-range'], 'other': {'Living room': 'High-end'}}",2211,Cheadle,161046.2,679882.5
"['Kitchen', 'Living room']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 229, 'Living room': 97}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 276, 'Living room': 179}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Mid-range', 'Living room': 'Budget-friendly'}}",878,Prestwich,46369.59,223890.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 113}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 139}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Mid-range'}}",674,Manchester City Centre,22945.53,259490.0
"['Bathroom', 'Living room']",0,1,"{'bedrooms': [], 'bathrooms': [42], 'other': {'Living room': 52}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [57], 'other': {'Living room': 178}}","{'bedrooms': [], 'bathrooms': ['High-end'], 'other': {'Living room': 'Budget-friendly'}}",1191,Prestwich,57356.08,303705.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 271}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 216}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Budget-friendly'}}",1372,Bolton,30870.66,288120.0
"['Bathroom', 'Bedroom']",3,1,"{'bedrooms': [69, 75, 142], 'bathrooms': [2], 'other': {}}","['Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [159, 111, 200], 'bathrooms': [42], 'other': {}}","{'bedrooms': ['High-end', 'Mid-range', 'High-end'], 'bathrooms': ['Mid-range'], 'other': {}}",1613,Rochdale,165023.56,229852.5
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 229}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 263}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'High-end'}}",701,Manchester City Centre,26462.04,245350.0
